ID,Type,Area,X [m],Y [m],DepthRef [m],Z [m],Q/P [m^2/s],Koriginal [m/s],Krevised [m/s],LowerBoundFlag,,lnK
181009A,HPT09,Source,168.891,52.521,12.23923316,1.860766839,1.93E-07,5.03E-09,3.78E-09,0,,-8.42231154
181009A,HPT09,Source,168.891,52.521,12.25447242,1.845527583,2.08E-07,5.91E-09,4.01E-09,0,,-8.396715526
181009A,HPT09,Source,168.891,52.521,12.26971167,1.830288327,2.11E-07,6.11E-09,4.13E-09,0,,-8.383993303
181009A,HPT09,Source,168.891,52.521,12.28495093,1.81504907,2.13E-07,6.23E-09,4.12E-09,0,,-8.385267958
181009A,HPT09,Source,168.891,52.521,12.30019019,1.799809814,2.02E-07,5.53E-09,3.93E-09,0,,-8.405657649
181009A,HPT09,Source,168.891,52.521,12.31542944,1.784570558,1.92E-07,5.00E-09,3.73E-09,0,,-8.428505013
181009A,HPT09,Source,168.891,52.521,12.3306687,1.769331301,1.91E-07,4.92E-09,3.61E-09,0,,-8.442436312
181009A,HPT09,Source,168.891,52.521,12.34590795,1.754092045,1.87E-07,4.71E-09,3.54E-09,0,,-8.450919386
181009A,HPT09,Source,168.891,52.521,12.36114721,1.738852789,1.88E-07,4.77E-09,3.56E-09,0,,-8.448358786
181009A,HPT09,Source,168.891,52.521,12.37638647,1.723613532,1.92E-07,4.98E-09,3.66E-09,0,,-8.436492557
181009A,HPT09,Source,168.891,52.521,12.39162572,1.708374276,1.91E-07,4.93E-09,3.81E-09,0,,-8.419090812
181009A,HPT09,Source,168.891,52.521,12.40686498,1.69313502,2.06E-07,5.78E-09,4.13E-09,0,,-8.384422821
181009A,HPT09,Source,168.891,52.521,12.42210424,1.677895763,2.06E-07,5.82E-09,4.46E-09,0,,-8.350926556
181009A,HPT09,Source,168.891,52.521,12.43734349,1.662656507,2.11E-07,6.13E-09,4.98E-09,0,,-8.302556139
181009A,HPT09,Source,168.891,52.521,12.45258275,1.647417251,2.42E-07,8.18E-09,5.94E-09,0,,-8.225864511
181009A,HPT09,Source,168.891,52.521,12.46782201,1.632177995,2.82E-07,1.14E-08,7.13E-09,0,,-8.146703484
181009A,HPT09,Source,168.891,52.521,12.48306126,1.616938738,2.99E-07,1.29E-08,7.93E-09,0,,-8.10085241
181009A,HPT09,Source,168.891,52.521,12.49830052,1.601699482,2.67E-07,1.01E-08,8.09E-09,0,,-8.091909852
181009A,HPT09,Source,168.891,52.521,12.51353977,1.586460226,2.87E-07,1.19E-08,8.72E-09,0,,-8.059448077
181009A,HPT09,Source,168.891,52.521,12.52877903,1.571220969,3.00E-07,1.30E-08,9.50E-09,0,,-8.02214001
181009A,HPT09,Source,168.891,52.521,12.54401829,1.555981713,3.28E-07,1.58E-08,1.04E-08,0,,-7.982271342
181009A,HPT09,Source,168.891,52.521,12.55925754,1.540742457,4.09E-07,2.55E-08,1.09E-08,0,,-7.96297781
181009A,HPT09,Source,168.891,52.521,12.5744968,1.5255032,2.82E-07,1.14E-08,8.62E-09,0,,-8.064644845
181009A,HPT09,Source,168.891,52.521,12.58973606,1.510263944,2.74E-07,1.07E-08,7.00E-09,0,,-8.155202193
181009A,HPT09,Source,168.891,52.521,12.60497531,1.495024688,2.16E-07,6.42E-09,5.39E-09,0,,-8.268777149
181009A,HPT09,Source,168.891,52.521,12.62021457,1.479785431,1.85E-07,4.60E-09,4.50E-09,0,,-8.346493278
181009A,HPT09,Source,168.891,52.521,12.63545383,1.464546175,1.81E-07,4.39E-09,4.44E-09,0,,-8.352633767
181009A,HPT09,Source,168.891,52.521,12.83356416,1.266435843,6.47E-07,6.84E-08,3.82E-08,0,,-7.417892199
181009B,HPT09,Source,168.03105,57.477018,2.529109113,11.57089089,1.19E-05,3.65E-05,2.03E-05,0,,-4.692815928
181009B,HPT09,Source,168.03105,57.477018,2.544348369,11.55565163,9.39E-06,2.19E-05,1.78E-05,0,,-4.750006431
181009B,HPT09,Source,168.03105,57.477018,2.559587626,11.54041237,9.47E-06,2.23E-05,1.63E-05,0,,-4.788817158
181009B,HPT09,Source,168.03105,57.477018,2.574826882,11.52517312,1.02E-05,2.63E-05,1.46E-05,0,,-4.834310373
181009B,HPT09,Source,168.03105,57.477018,2.590066138,11.50993386,6.38E-06,9.52E-06,1.13E-05,0,,-4.948735677
181009B,HPT09,Source,168.03105,57.477018,2.605305395,11.49469461,7.05E-06,1.18E-05,1.10E-05,0,,-4.957512335
181009B,HPT09,Source,168.03105,57.477018,2.620544651,11.47945535,7.88E-06,1.50E-05,1.22E-05,0,,-4.914823793
181009B,HPT09,Source,168.03105,57.477018,2.635783907,11.46421609,8.34E-06,1.70E-05,1.40E-05,0,,-4.8537368
181009B,HPT09,Source,168.03105,57.477018,2.651023164,11.44897684,9.17E-06,2.08E-05,1.70E-05,0,,-4.770398729
181009B,HPT09,Source,168.03105,57.477018,2.66626242,11.43373758,1.29E-05,4.37E-05,2.15E-05,0,,-4.667798829
181009B,HPT09,Source,168.03105,57.477018,2.681501676,11.41849832,1.00E-05,2.53E-05,2.17E-05,0,,-4.663190096
181009B,HPT09,Source,168.03105,57.477018,2.696740933,11.40325907,1.17E-05,3.51E-05,2.36E-05,0,,-4.627444185
181009B,HPT09,Source,168.03105,57.477018,2.711980189,11.38801981,1.23E-05,3.89E-05,2.41E-05,0,,-4.617149669
181009B,HPT09,Source,168.03105,57.477018,2.727219445,11.37278055,1.04E-05,2.71E-05,2.23E-05,0,,-4.651134949
181009B,HPT09,Source,168.03105,57.477018,2.742458702,11.3575413,1.05E-05,2.78E-05,2.17E-05,0,,-4.663384225
181009B,HPT09,Source,168.03105,57.477018,2.757697958,11.34230204,1.01E-05,2.58E-05,2.15E-05,0,,-4.666852067
181009B,HPT09,Source,168.03105,57.477018,2.772937214,11.32706279,1.06E-05,2.83E-05,2.26E-05,0,,-4.646032424
181009B,HPT09,Source,168.03105,57.477018,2.788176471,11.31182353,1.15E-05,3.37E-05,2.45E-05,0,,-4.610980516
181009B,HPT09,Source,168.03105,57.477018,2.803415727,11.29658427,1.23E-05,3.95E-05,2.61E-05,0,,-4.583337672
181009B,HPT09,Source,168.03105,57.477018,2.818654983,11.28134502,1.33E-05,4.68E-05,2.60E-05,0,,-4.585116977
181009B,HPT09,Source,168.03105,57.477018,2.83389424,11.26610576,9.13E-06,2.06E-05,2.21E-05,0,,-4.656506304
181009B,HPT09,Source,168.03105,57.477018,2.849133496,11.2508665,1.25E-05,4.04E-05,2.26E-05,0,,-4.646108859
181009B,HPT09,Source,168.03105,57.477018,2.864372752,11.23562725,9.64E-06,2.32E-05,1.98E-05,0,,-4.703635941
181009B,HPT09,Source,168.03105,57.477018,2.879612009,11.22038799,1.02E-05,2.64E-05,1.86E-05,0,,-4.731307014
181009B,HPT09,Source,168.03105,57.477018,2.894851265,11.20514874,9.89E-06,2.45E-05,1.68E-05,0,,-4.773906091
181009B,HPT09,Source,168.03105,57.477018,2.910090521,11.18990948,7.18E-06,1.23E-05,1.46E-05,0,,-4.836490097
181009B,HPT09,Source,168.03105,57.477018,2.925329778,11.17467022,9.16E-06,2.08E-05,1.61E-05,0,,-4.792590308
181009B,HPT09,Source,168.03105,57.477018,2.940569034,11.15943097,1.10E-05,3.08E-05,1.82E-05,0,,-4.740646516
181009B,HPT09,Source,168.03105,57.477018,2.95580829,11.14419171,9.72E-06,2.36E-05,1.80E-05,0,,-4.744262018
181009B,HPT09,Source,168.03105,57.477018,2.971047546,11.12895245,1.02E-05,2.60E-05,1.80E-05,0,,-4.743817735
181009B,HPT09,Source,168.03105,57.477018,2.986286803,11.1137132,9.45E-06,2.22E-05,1.73E-05,0,,-4.761177788
181009B,HPT09,Source,168.03105,57.477018,3.001526059,11.09847394,9.41E-06,2.20E-05,1.70E-05,0,,-4.769511899
181009B,HPT09,Source,168.03105,57.477018,3.016765315,11.08323468,9.35E-06,2.17E-05,1.70E-05,0,,-4.770767879
181009B,HPT09,Source,168.03105,57.477018,3.032004572,11.06799543,8.90E-06,1.95E-05,1.73E-05,0,,-4.76280813
181009B,HPT09,Source,168.03105,57.477018,3.047243828,11.05275617,9.00E-06,2.00E-05,1.92E-05,0,,-4.716377707
181009B,HPT09,Source,168.03105,57.477018,3.062483084,11.03751692,1.11E-05,3.13E-05,2.44E-05,0,,-4.612881423
181009B,HPT09,Source,168.03105,57.477018,3.077722341,11.02227766,1.77E-05,8.63E-05,3.15E-05,0,,-4.501183922
181009B,HPT09,Source,168.03105,57.477018,3.092961597,11.0070384,1.03E-05,2.69E-05,2.78E-05,0,,-4.556245948
181009B,HPT09,Source,168.03105,57.477018,3.108200853,10.99179915,1.33E-05,4.64E-05,2.90E-05,0,,-4.538068553
181009B,HPT09,Source,168.03105,57.477018,3.12344011,10.97655989,1.27E-05,4.18E-05,2.74E-05,0,,-4.562934083
181009B,HPT09,Source,168.03105,57.477018,3.138679366,10.96132063,1.01E-05,2.58E-05,2.40E-05,0,,-4.619792351
181009B,HPT09,Source,168.03105,57.477018,3.153918622,10.94608138,1.17E-05,3.51E-05,2.36E-05,0,,-4.627160591
181009B,HPT09,Source,168.03105,57.477018,3.169157879,10.93084212,9.77E-06,2.39E-05,2.19E-05,0,,-4.659798256
181009B,HPT09,Source,168.03105,57.477018,3.184397135,10.91560286,1.02E-05,2.61E-05,2.26E-05,0,,-4.646156632
181009B,HPT09,Source,168.03105,57.477018,3.199636391,10.90036361,1.28E-05,4.24E-05,2.51E-05,0,,-4.599747489
181009B,HPT09,Source,168.03105,57.477018,3.214875648,10.88512435,1.20E-05,3.73E-05,2.46E-05,0,,-4.608183225
181009B,HPT09,Source,168.03105,57.477018,3.230114904,10.8698851,1.05E-05,2.77E-05,2.26E-05,0,,-4.646058481
181009B,HPT09,Source,168.03105,57.477018,3.24535416,10.85464584,1.08E-05,2.96E-05,2.16E-05,0,,-4.665124443
181009B,HPT09,Source,168.03105,57.477018,3.260593417,10.83940658,8.85E-06,1.93E-05,2.04E-05,0,,-4.690523287
181009B,HPT09,Source,168.03105,57.477018,3.275832673,10.82416733,1.23E-05,3.90E-05,2.31E-05,0,,-4.63637328
181009B,HPT09,Source,168.03105,57.477018,3.291071929,10.80892807,1.10E-05,3.08E-05,2.31E-05,0,,-4.637011693
181009B,HPT09,Source,168.03105,57.477018,3.306311186,10.79368881,1.15E-05,3.36E-05,2.30E-05,0,,-4.638040971
181009B,HPT09,Source,168.03105,57.477018,3.321550442,10.77844956,1.04E-05,2.75E-05,2.19E-05,0,,-4.660511367
181009B,HPT09,Source,168.03105,57.477018,3.336789698,10.7632103,1.05E-05,2.77E-05,2.14E-05,0,,-4.670199174
181009B,HPT09,Source,168.03105,57.477018,3.352028955,10.74797105,1.09E-05,3.00E-05,2.12E-05,0,,-4.673399056
181009B,HPT09,Source,168.03105,57.477018,3.367268211,10.73273179,1.09E-05,3.02E-05,2.04E-05,0,,-4.690425137
181009B,HPT09,Source,168.03105,57.477018,3.382507467,10.71749253,8.86E-06,1.93E-05,1.85E-05,0,,-4.731819047
181009B,HPT09,Source,168.03105,57.477018,3.397746724,10.70225328,9.07E-06,2.03E-05,1.92E-05,0,,-4.716587471
181009B,HPT09,Source,168.03105,57.477018,3.41298598,10.68701402,1.26E-05,4.12E-05,2.25E-05,0,,-4.648054933
181009B,HPT09,Source,168.03105,57.477018,3.428225236,10.67177476,9.30E-06,2.14E-05,2.22E-05,0,,-4.653030211
181009B,HPT09,Source,168.03105,57.477018,3.443464493,10.65653551,1.22E-05,3.86E-05,2.61E-05,0,,-4.583389787
181009B,HPT09,Source,168.03105,57.477018,3.458703749,10.64129625,1.15E-05,3.41E-05,2.90E-05,0,,-4.538074198
181009B,HPT09,Source,168.03105,57.477018,3.473943005,10.62605699,1.69E-05,7.83E-05,3.43E-05,0,,-4.46429712
181009B,HPT09,Source,168.03105,57.477018,3.489182262,10.61081774,1.13E-05,3.29E-05,3.05E-05,0,,-4.515263315
181009B,HPT09,Source,168.03105,57.477018,3.504421518,10.59557848,1.16E-05,3.43E-05,3.04E-05,0,,-4.517391792
181009B,HPT09,Source,168.03105,57.477018,3.519660774,10.58033923,1.18E-05,3.61E-05,3.30E-05,0,,-4.481653699
181009B,HPT09,Source,168.03105,57.477018,3.53490003,10.56509997,1.72E-05,8.08E-05,3.97E-05,0,,-4.401270568
181009B,HPT09,Source,168.03105,57.477018,3.550139287,10.54986071,1.28E-05,4.25E-05,3.80E-05,0,,-4.419665111
181009B,HPT09,Source,168.03105,57.477018,3.565378543,10.53462146,1.79E-05,8.80E-05,4.00E-05,0,,-4.398020742
181009B,HPT09,Source,168.03105,57.477018,3.580617799,10.5193822,1.01E-05,2.55E-05,3.21E-05,0,,-4.493122982
181009B,HPT09,Source,168.03105,57.477018,3.595857056,10.50414294,1.74E-05,8.33E-05,3.40E-05,0,,-4.468798583
181009B,HPT09,Source,168.03105,57.477018,3.611096312,10.48890369,9.24E-06,2.12E-05,2.59E-05,0,,-4.585952559
181009B,HPT09,Source,168.03105,57.477018,3.626335568,10.47366443,1.21E-05,3.81E-05,2.57E-05,0,,-4.590009304
181009B,HPT09,Source,168.03105,57.477018,3.641574825,10.45842518,1.13E-05,3.26E-05,2.40E-05,0,,-4.618973272
181009B,HPT09,Source,168.03105,57.477018,3.656814081,10.44318592,1.09E-05,3.03E-05,2.23E-05,0,,-4.652047402
181009B,HPT09,Source,168.03105,57.477018,3.672053337,10.42794666,9.33E-06,2.16E-05,2.04E-05,0,,-4.68973678
181009B,HPT09,Source,168.03105,57.477018,3.687292594,10.41270741,1.17E-05,3.52E-05,2.12E-05,0,,-4.673983182
181009B,HPT09,Source,168.03105,57.477018,3.70253185,10.39746815,1.03E-05,2.68E-05,1.95E-05,0,,-4.708997306
181009B,HPT09,Source,168.03105,57.477018,3.717771106,10.38222889,9.57E-06,2.28E-05,1.78E-05,0,,-4.75029046
181009B,HPT09,Source,168.03105,57.477018,3.733010363,10.36698964,1.02E-05,2.64E-05,1.65E-05,0,,-4.782671022
181009B,HPT09,Source,168.03105,57.477018,3.748249619,10.35175038,8.55E-06,1.79E-05,1.39E-05,0,,-4.85714384
181009B,HPT09,Source,168.03105,57.477018,3.763488875,10.33651112,7.76E-06,1.45E-05,1.19E-05,0,,-4.923176579
181009B,HPT09,Source,168.03105,57.477018,3.778728132,10.32127187,7.66E-06,1.41E-05,1.08E-05,0,,-4.967575372
181009B,HPT09,Source,168.03105,57.477018,3.793967388,10.30603261,6.41E-06,9.63E-06,9.84E-06,0,,-5.007179989
181009B,HPT09,Source,168.03105,57.477018,3.809206644,10.29079336,6.52E-06,9.98E-06,1.06E-05,0,,-4.97462484
181009B,HPT09,Source,168.03105,57.477018,3.824445901,10.2755541,8.38E-06,1.71E-05,1.38E-05,0,,-4.860890064
181009B,HPT09,Source,168.03105,57.477018,3.839685157,10.26031484,1.05E-05,2.77E-05,1.86E-05,0,,-4.730913543
181009B,HPT09,Source,168.03105,57.477018,3.854924413,10.24507559,9.90E-06,2.46E-05,2.36E-05,0,,-4.627104133
181009B,HPT09,Source,168.03105,57.477018,3.87016367,10.22983633,1.42E-05,5.36E-05,3.42E-05,0,,-4.46633483
181009B,HPT09,Source,168.03105,57.477018,3.885402926,10.21459707,1.52E-05,6.18E-05,4.53E-05,0,,-4.343944131
181009B,HPT09,Source,168.03105,57.477018,3.900642182,10.19935782,1.77E-05,8.59E-05,5.92E-05,0,,-4.227814003
181009B,HPT09,Source,168.03105,57.477018,3.915881439,10.18411856,2.22E-05,0.000140145,7.37E-05,0,,-4.132710634
181009B,HPT09,Source,168.03105,57.477018,3.931120695,10.16887931,1.73E-05,8.16E-05,7.56E-05,0,,-4.121410987
181009B,HPT09,Source,168.03105,57.477018,3.946359951,10.15364005,1.91E-05,0.000101475,8.65E-05,0,,-4.063032732
181009B,HPT09,Source,168.03105,57.477018,3.961599208,10.13840079,2.17E-05,0.000132787,0.000105446,0,,-3.976969593
181009B,HPT09,Source,168.03105,57.477018,3.976838464,10.12316154,2.50E-05,0.000180641,0.000131883,0,,-3.879811794
181009B,HPT09,Source,168.03105,57.477018,3.99207772,10.10792228,3.13E-05,0.000293891,0.000161714,0,,-3.791251071
181009B,HPT09,Source,168.03105,57.477018,4.007316977,10.09268302,2.92E-05,0.000253688,0.000167156,0,,-3.776877661
181009B,HPT09,Source,168.03105,57.477018,4.022556233,10.07744377,2.45E-05,0.000173231,0.000160291,0,,-3.795090061
181009B,HPT09,Source,168.03105,57.477018,4.037795489,10.06220451,2.76E-05,0.000224891,0.000170854,0,,-3.767375906
181009B,HPT09,Source,168.03105,57.477018,4.053034746,10.04696525,2.70E-05,0.000214478,0.000182232,0,,-3.73937529
181009B,HPT09,Source,168.03105,57.477018,4.068274002,10.031726,2.75E-05,0.000222208,0.000206389,0,,-3.685312445
181009B,HPT09,Source,168.03105,57.477018,4.083513258,10.01648674,4.25E-05,0.000567508,0.000260164,0,,-3.584752166
181009B,HPT09,Source,168.03105,57.477018,4.098752514,10.00124749,2.62E-05,0.000199517,0.000250531,0,,-3.60113801
181009B,HPT09,Source,168.03105,57.477018,4.113991771,9.986008229,4.19E-05,0.000550696,0.000315078,0,,-3.501581603
181009B,HPT09,Source,168.03105,57.477018,4.129231027,9.970768973,3.57E-05,0.000389462,0.000340409,0,,-3.467998826
181009B,HPT09,Source,168.03105,57.477018,4.144470283,9.955529717,6.94E-05,0.00163689,0.000395765,0,,-3.402563156
181009B,HPT09,Source,168.03105,57.477018,4.15970954,9.94029046,2.49E-05,0.000179242,0.000249791,0,,-3.602422393
181009B,HPT09,Source,168.03105,57.477018,4.174948796,9.925051204,2.76E-05,0.000223763,0.000217643,0,,-3.662255361
181009B,HPT09,Source,168.03105,57.477018,4.190188052,9.909811948,3.28E-05,0.000324943,0.000216273,0,,-3.664997887
181009B,HPT09,Source,168.03105,57.477018,4.205427309,9.894572691,3.36E-05,0.000343274,0.000200304,0,,-3.698309837
181009B,HPT09,Source,168.03105,57.477018,4.220666565,9.879333435,2.26E-05,0.00014599,0.000161248,0,,-3.79250527
181009B,HPT09,Source,168.03105,57.477018,4.235905821,9.864094179,2.59E-05,0.000195569,0.000158537,0,,-3.799870383
181009B,HPT09,Source,168.03105,57.477018,4.251145078,9.848854922,2.78E-05,0.000228193,0.000161485,0,,-3.791866727
181009B,HPT09,Source,168.03105,57.477018,4.266384334,9.833615666,2.81E-05,0.000232849,0.000158523,0,,-3.799908124
181009B,HPT09,Source,168.03105,57.477018,4.28162359,9.81837641,2.63E-05,0.000201996,0.00014692,0,,-3.832918673
181009B,HPT09,Source,168.03105,57.477018,4.296862847,9.803137153,2.21E-05,0.000138374,0.000133191,0,,-3.875525524
181009B,HPT09,Source,168.03105,57.477018,4.312102103,9.787897897,2.76E-05,0.000223932,0.000137131,0,,-3.862865189
181009B,HPT09,Source,168.03105,57.477018,4.327341359,9.772658641,2.38E-05,0.000163193,0.000126045,0,,-3.899475084
181009B,HPT09,Source,168.03105,57.477018,4.342580616,9.757419384,2.24E-05,0.000142987,0.000117053,0,,-3.931616828
181009B,HPT09,Source,168.03105,57.477018,4.357819872,9.742180128,2.44E-05,0.000171835,0.000113303,0,,-3.945760106
181009B,HPT09,Source,168.03105,57.477018,4.373059128,9.726940872,2.15E-05,0.000130466,0.000101892,0,,-3.991858815
181009B,HPT09,Source,168.03105,57.477018,4.388298385,9.711701615,2.39E-05,0.000163874,9.32E-05,0,,-4.030669454
181009B,HPT09,Source,168.03105,57.477018,4.403537641,9.696462359,1.67E-05,7.60E-05,7.32E-05,0,,-4.135417548
181009B,HPT09,Source,168.03105,57.477018,4.418776897,9.681223103,1.59E-05,6.86E-05,6.55E-05,0,,-4.184026436
181009B,HPT09,Source,168.03105,57.477018,4.434016154,9.665983846,1.66E-05,7.52E-05,6.63E-05,0,,-4.178676058
181009B,HPT09,Source,168.03105,57.477018,4.44925541,9.65074459,1.70E-05,7.83E-05,7.28E-05,0,,-4.137598011
181009B,HPT09,Source,168.03105,57.477018,4.464494666,9.635505334,2.24E-05,0.000142153,8.94E-05,0,,-4.04845668
181009B,HPT09,Source,168.03105,57.477018,4.479733923,9.620266077,2.42E-05,0.000169049,9.96E-05,0,,-4.001809066
181009B,HPT09,Source,168.03105,57.477018,4.494973179,9.605026821,2.05E-05,0.000117626,9.70E-05,0,,-4.013007957
181009B,HPT09,Source,168.03105,57.477018,4.510212435,9.589787565,2.30E-05,0.00015159,9.90E-05,0,,-4.004171975
181009B,HPT09,Source,168.03105,57.477018,4.525451692,9.574548308,2.37E-05,0.000160751,9.35E-05,0,,-4.029242971
181009B,HPT09,Source,168.03105,57.477018,4.540690948,9.559309052,1.71E-05,7.94E-05,7.67E-05,0,,-4.115049919
181009B,HPT09,Source,168.03105,57.477018,4.555930204,9.544069796,1.80E-05,8.91E-05,7.18E-05,0,,-4.143958905
181009B,HPT09,Source,168.03105,57.477018,4.571169461,9.528830539,1.80E-05,8.91E-05,6.95E-05,0,,-4.158013543
181009B,HPT09,Source,168.03105,57.477018,4.586408717,9.513591283,1.71E-05,8.01E-05,6.84E-05,0,,-4.164722741
181009B,HPT09,Source,168.03105,57.477018,4.601647973,9.498352027,1.95E-05,0.000105963,7.20E-05,0,,-4.142920811
181009B,HPT09,Source,168.03105,57.477018,4.61688723,9.48311277,1.65E-05,7.35E-05,7.15E-05,0,,-4.145720099
181009B,HPT09,Source,168.03105,57.477018,4.632126486,9.467873514,1.83E-05,9.20E-05,8.13E-05,0,,-4.090118853
181009B,HPT09,Source,168.03105,57.477018,4.647365742,9.452634258,2.48E-05,0.000178142,0.000100326,0,,-3.998585949
181009B,HPT09,Source,168.03105,57.477018,4.662604998,9.437395002,2.00E-05,0.000111839,0.000105852,0,,-3.975300512
181009B,HPT09,Source,168.03105,57.477018,4.677844255,9.422155745,2.94E-05,0.000256747,0.000125788,0,,-3.900362435
181009B,HPT09,Source,168.03105,57.477018,4.693083511,9.406916489,2.21E-05,0.000139303,0.000118538,0,,-3.926142199
181009B,HPT09,Source,168.03105,57.477018,4.708322767,9.391677233,2.39E-05,0.000163885,0.000118852,0,,-3.924992925
181009B,HPT09,Source,168.03105,57.477018,4.723562024,9.376437976,2.11E-05,0.000125589,0.00011645,0,,-3.933860394
181009B,HPT09,Source,168.03105,57.477018,4.73880128,9.36119872,2.71E-05,0.00021572,0.000127076,0,,-3.895936366
181009B,HPT09,Source,168.03105,57.477018,4.754040536,9.345959464,2.66E-05,0.00020656,0.000121296,0,,-3.916154251
181009B,HPT09,Source,168.03105,57.477018,4.769279793,9.330720207,1.91E-05,0.000100793,0.000101114,0,,-3.995189245
181009B,HPT09,Source,168.03105,57.477018,4.784519049,9.315480951,2.06E-05,0.000119589,9.79E-05,0,,-4.00906895
181009B,HPT09,Source,168.03105,57.477018,4.799758305,9.300241695,2.68E-05,0.000209779,9.89E-05,0,,-4.004653695
181009B,HPT09,Source,168.03105,57.477018,4.814997562,9.285002438,1.50E-05,5.99E-05,7.77E-05,0,,-4.109472231
181009B,HPT09,Source,168.03105,57.477018,4.830236818,9.269763182,1.66E-05,7.51E-05,8.14E-05,0,,-4.089441745
181009B,HPT09,Source,168.03105,57.477018,4.845476074,9.254523926,2.36E-05,0.000159517,0.000103204,0,,-3.986302668
181009B,HPT09,Source,168.03105,57.477018,4.860715331,9.239284669,2.59E-05,0.00019474,0.000120395,0,,-3.919389832
181009B,HPT09,Source,168.03105,57.477018,4.875954587,9.224045413,2.55E-05,0.000188127,0.000126069,0,,-3.899390093
181009B,HPT09,Source,168.03105,57.477018,4.891193843,9.208806157,2.27E-05,0.000146999,0.00012367,0,,-3.907734019
181009B,HPT09,Source,168.03105,57.477018,4.9064331,9.1935669,2.08E-05,0.000121799,0.000128283,0,,-3.891831806
181009B,HPT09,Source,168.03105,57.477018,4.921672356,9.178327644,3.33E-05,0.000334874,0.000158559,0,,-3.799809756
181009B,HPT09,Source,168.03105,57.477018,4.936911612,9.163088388,2.22E-05,0.000140691,0.00015252,0,,-3.816671804
181009B,HPT09,Source,168.03105,57.477018,4.952150869,9.147849131,3.15E-05,0.000298394,0.000177438,0,,-3.750952625
181009B,HPT09,Source,168.03105,57.477018,4.967390125,9.132609875,3.13E-05,0.000293675,0.000181299,0,,-3.741603698
181009B,HPT09,Source,168.03105,57.477018,4.982629381,9.117370619,2.09E-05,0.00012339,0.000165962,0,,-3.779992508
181009B,HPT09,Source,168.03105,57.477018,4.997868638,9.102131362,3.62E-05,0.000401935,0.000206033,0,,-3.68606321
181009B,HPT09,Source,168.03105,57.477018,5.013107894,9.086892106,3.15E-05,0.000298628,0.000207496,0,,-3.68299049
181009B,HPT09,Source,168.03105,57.477018,5.02834715,9.07165285,2.40E-05,0.000165619,0.000199299,0,,-3.700495598
181009B,HPT09,Source,168.03105,57.477018,5.043586407,9.056413593,4.61E-05,0.000677507,0.000244557,0,,-3.611619143
181009B,HPT09,Source,168.03105,57.477018,5.058825663,9.041174337,2.11E-05,0.000125703,0.000201907,0,,-3.694849422
181009B,HPT09,Source,168.03105,57.477018,5.074064919,9.025935081,4.01E-05,0.000501818,0.000248322,0,,-3.60498473
181009B,HPT09,Source,168.03105,57.477018,5.089304176,9.010695824,3.30E-05,0.00032949,0.000243025,0,,-3.61434838
181009B,HPT09,Source,168.03105,57.477018,5.104543432,8.995456568,2.80E-05,0.000231216,0.000234055,0,,-3.630682803
181009B,HPT09,Source,168.03105,57.477018,5.119782688,8.980217312,3.40E-05,0.000350633,0.000262551,0,,-3.580786189
181009B,HPT09,Source,168.03105,57.477018,5.135021945,8.964978055,3.45E-05,0.000363641,0.000292101,0,,-3.534467293
181009B,HPT09,Source,168.03105,57.477018,5.150261201,8.949738799,4.36E-05,0.000600741,0.000334482,0,,-3.475626688
181009B,HPT09,Source,168.03105,57.477018,5.165500457,8.934499543,2.84E-05,0.000237793,0.000324249,0,,-3.489120912
181009B,HPT09,Source,168.03105,57.477018,5.180739714,8.919260286,5.52E-05,0.000999711,0.000428613,0,,-3.367934642
181009B,HPT09,Source,168.03105,57.477018,5.19597897,8.90402103,5.37E-05,0.000943129,0.00041709,0,,-3.379770599
181009B,HPT09,Source,168.03105,57.477018,5.211218226,8.888781774,3.47E-05,0.000367267,0.000303787,0,,-3.517430224
181009B,HPT09,Source,168.03105,57.477018,5.226457482,8.873542518,2.84E-05,0.000238104,0.00023129,0,,-3.635842699
181009B,HPT09,Source,168.03105,57.477018,5.241696739,8.858303261,2.65E-05,0.000205262,0.00020066,0,,-3.697539138
181009B,HPT09,Source,168.03105,57.477018,5.256935995,8.843064005,2.78E-05,0.000228191,0.000199123,0,,-3.700879167
181009B,HPT09,Source,168.03105,57.477018,5.272175251,8.827824749,3.18E-05,0.000303857,0.000212764,0,,-3.672101468
181009B,HPT09,Source,168.03105,57.477018,5.287414508,8.812585492,3.78E-05,0.000440559,0.000217696,0,,-3.662149523
181009B,HPT09,Source,168.03105,57.477018,5.302653764,8.797346236,2.44E-05,0.000171726,0.000177174,0,,-3.75159929
181009B,HPT09,Source,168.03105,57.477018,5.31789302,8.78210698,2.49E-05,0.000180041,0.000169791,0,,-3.770085773
181009B,HPT09,Source,168.03105,57.477018,5.333132277,8.766867723,3.18E-05,0.000303196,0.000182675,0,,-3.738320432
181009B,HPT09,Source,168.03105,57.477018,5.348371533,8.751628467,2.49E-05,0.000179415,0.000173809,0,,-3.759927972
181009B,HPT09,Source,168.03105,57.477018,5.363610789,8.736389211,3.12E-05,0.000291539,0.00018832,0,,-3.725102984
181009B,HPT09,Source,168.03105,57.477018,5.378850046,8.721149954,2.95E-05,0.000257852,0.000187243,0,,-3.727595226
181009B,HPT09,Source,168.03105,57.477018,5.394089302,8.705910698,2.72E-05,0.000217151,0.000181824,0,,-3.740349673
